OMRÅDE,KØN,ALDER,HERKOMST,TID,INDHOLD
All Denmark,Men,42 years,Immigrants from non-western countries,2021Q1,3401
All Denmark,Men,42 years,Descendants from western countries,2010Q1,63
All Denmark,Men,42 years,Descendants from western countries,2011Q1,72
All Denmark,Men,42 years,Descendants from western countries,2012Q1,72
All Denmark,Men,42 years,Descendants from western countries,2013Q1,74
All Denmark,Men,42 years,Descendants from western countries,2014Q1,84
All Denmark,Men,42 years,Descendants from western countries,2015Q1,81
All Denmark,Men,42 years,Descendants from western countries,2016Q1,88
All Denmark,Men,42 years,Descendants from western countries,2017Q1,120
All Denmark,Men,42 years,Descendants from western countries,2018Q1,92
All Denmark,Men,42 years,Descendants from western countries,2019Q1,102
All Denmark,Men,42 years,Descendants from western countries,2020Q1,92
All Denmark,Men,42 years,Descendants from western countries,2021Q1,112
All Denmark,Men,42 years,Descendants from non-western countries,2010Q1,10
All Denmark,Men,42 years,Descendants from non-western countries,2011Q1,12
All Denmark,Men,42 years,Descendants from non-western countries,2012Q1,22
All Denmark,Men,42 years,Descendants from non-western countries,2013Q1,30
All Denmark,Men,42 years,Descendants from non-western countries,2014Q1,74
All Denmark,Men,42 years,Descendants from non-western countries,2015Q1,117
All Denmark,Men,42 years,Descendants from non-western countries,2016Q1,230
All Denmark,Men,42 years,Descendants from non-western countries,2017Q1,298
All Denmark,Men,42 years,Descendants from non-western countries,2018Q1,320
All Denmark,Men,42 years,Descendants from non-western countries,2019Q1,364
All Denmark,Men,42 years,Descendants from non-western countries,2020Q1,394
All Denmark,Men,42 years,Descendants from non-western countries,2021Q1,455
All Denmark,Men,43 years,Persons of Danish origin,2010Q1,41041
All Denmark,Men,43 years,Persons of Danish origin,2011Q1,37812
All Denmark,Men,43 years,Persons of Danish origin,2012Q1,35021
All Denmark,Men,43 years,Persons of Danish origin,2013Q1,33552
All Denmark,Men,43 years,Persons of Danish origin,2014Q1,33306
All Denmark,Men,43 years,Persons of Danish origin,2015Q1,35467
All Denmark,Men,43 years,Persons of Danish origin,2016Q1,35287
All Denmark,Men,43 years,Persons of Danish origin,2017Q1,33506
All Denmark,Men,43 years,Persons of Danish origin,2018Q1,33187
All Denmark,Men,43 years,Persons of Danish origin,2019Q1,33730
All Denmark,Men,43 years,Persons of Danish origin,2020Q1,31035
All Denmark,Men,43 years,Persons of Danish origin,2021Q1,29207
All Denmark,Men,43 years,Immigrants from western countries,2010Q1,1496
All Denmark,Men,43 years,Immigrants from western countries,2011Q1,1562
All Denmark,Men,43 years,Immigrants from western countries,2012Q1,1571
All Denmark,Men,43 years,Immigrants from western countries,2013Q1,1539
All Denmark,Men,43 years,Immigrants from western countries,2014Q1,1760
All Denmark,Men,43 years,Immigrants from western countries,2015Q1,1732
All Denmark,Men,43 years,Immigrants from western countries,2016Q1,1911
All Denmark,Men,43 years,Immigrants from western countries,2017Q1,1971
All Denmark,Men,43 years,Immigrants from western countries,2018Q1,2182
All Denmark,Men,43 years,Immigrants from western countries,2019Q1,2240
All Denmark,Men,43 years,Immigrants from western countries,2020Q1,2307
All Denmark,Men,43 years,Immigrants from western countries,2021Q1,2504
All Denmark,Men,43 years,Immigrants from non-western countries,2010Q1,3072
All Denmark,Men,43 years,Immigrants from non-western countries,2011Q1,2972
All Denmark,Men,43 years,Immigrants from non-western countries,2012Q1,3037
All Denmark,Men,43 years,Immigrants from non-western countries,2013Q1,2987
All Denmark,Men,43 years,Immigrants from non-western countries,2014Q1,3000
All Denmark,Men,43 years,Immigrants from non-western countries,2015Q1,2656
All Denmark,Men,43 years,Immigrants from non-western countries,2016Q1,2938
All Denmark,Men,43 years,Immigrants from non-western countries,2017Q1,2949
All Denmark,Men,43 years,Immigrants from non-western countries,2018Q1,3150
All Denmark,Men,43 years,Immigrants from non-western countries,2019Q1,3080
All Denmark,Men,43 years,Immigrants from non-western countries,2020Q1,3102
All Denmark,Men,43 years,Immigrants from non-western countries,2021Q1,3251
All Denmark,Men,43 years,Descendants from western countries,2010Q1,79
All Denmark,Men,43 years,Descendants from western countries,2011Q1,66
All Denmark,Men,43 years,Descendants from western countries,2012Q1,72
All Denmark,Men,43 years,Descendants from western countries,2013Q1,73
All Denmark,Men,43 years,Descendants from western countries,2014Q1,70
All Denmark,Men,43 years,Descendants from western countries,2015Q1,85
All Denmark,Men,43 years,Descendants from western countries,2016Q1,80
All Denmark,Men,43 years,Descendants from western countries,2017Q1,89
All Denmark,Men,43 years,Descendants from western countries,2018Q1,119
All Denmark,Men,43 years,Descendants from western countries,2019Q1,92
All Denmark,Men,43 years,Descendants from western countries,2020Q1,104
All Denmark,Men,43 years,Descendants from western countries,2021Q1,90
All Denmark,Men,43 years,Descendants from non-western countries,2010Q1,6
All Denmark,Men,43 years,Descendants from non-western countries,2011Q1,9
All Denmark,Men,43 years,Descendants from non-western countries,2012Q1,12
All Denmark,Men,43 years,Descendants from non-western countries,2013Q1,21
All Denmark,Men,43 years,Descendants from non-western countries,2014Q1,28
All Denmark,Men,43 years,Descendants from non-western countries,2015Q1,71
All Denmark,Men,43 years,Descendants from non-western countries,2016Q1,118
All Denmark,Men,43 years,Descendants from non-western countries,2017Q1,228
All Denmark,Men,43 years,Descendants from non-western countries,2018Q1,297
All Denmark,Men,43 years,Descendants from non-western countries,2019Q1,321
All Denmark,Men,43 years,Descendants from non-western countries,2020Q1,362
All Denmark,Men,43 years,Descendants from non-western countries,2021Q1,393
All Denmark,Men,44 years,Persons of Danish origin,2010Q1,39555
All Denmark,Men,44 years,Persons of Danish origin,2011Q1,40940
All Denmark,Men,44 years,Persons of Danish origin,2012Q1,37723
All Denmark,Men,44 years,Persons of Danish origin,2013Q1,34959
All Denmark,Men,44 years,Persons of Danish origin,2014Q1,33478
All Denmark,Men,44 years,Persons of Danish origin,2015Q1,33242
All Denmark,Men,44 years,Persons of Danish origin,2016Q1,35427
All Denmark,Men,44 years,Persons of Danish origin,2017Q1,35251
All Denmark,Men,44 years,Persons of Danish origin,2018Q1,33500
All Denmark,Men,44 years,Persons of Danish origin,2019Q1,33167
All Denmark,Men,44 years,Persons of Danish origin,2020Q1,33679
All Denmark,Men,44 years,Persons of Danish origin,2021Q1,31018
All Denmark,Men,44 years,Immigrants from western countries,2010Q1,1428
All Denmark,Men,44 years,Immigrants from western countries,2011Q1,1491
All Denmark,Men,44 years,Immigrants from western countries,2012Q1,1567
All Denmark,Men,44 years,Immigrants from western countries,2013Q1,1596
All Denmark,Men,44 years,Immigrants from western countries,2014Q1,1558
All Denmark,Men,44 years,Immigrants from western countries,2015Q1,1808
All Denmark,Men,44 years,Immigrants from western countries,2016Q1,1848
All Denmark,Men,44 years,Immigrants from western countries,2017Q1,1970
All Denmark,Men,44 years,Immigrants from western countries,2018Q1,2003
All Denmark,Men,44 years,Immigrants from western countries,2019Q1,2237
All Denmark,Men,44 years,Immigrants from western countries,2020Q1,2236
All Denmark,Men,44 years,Immigrants from western countries,2021Q1,2324
All Denmark,Men,44 years,Immigrants from non-western countries,2010Q1,3001
All Denmark,Men,44 years,Immigrants from non-western countries,2011Q1,3072
All Denmark,Men,44 years,Immigrants from non-western countries,2012Q1,2937
All Denmark,Men,44 years,Immigrants from non-western countries,2013Q1,3027
All Denmark,Men,44 years,Immigrants from non-western countries,2014Q1,3003
All Denmark,Men,44 years,Immigrants from non-western countries,2015Q1,3034
All Denmark,Men,44 years,Immigrants from non-western countries,2016Q1,2760
All Denmark,Men,44 years,Immigrants from non-western countries,2017Q1,2973
All Denmark,Men,44 years,Immigrants from non-western countries,2018Q1,2956
All Denmark,Men,44 years,Immigrants from non-western countries,2019Q1,3147
All Denmark,Men,44 years,Immigrants from non-western countries,2020Q1,3085
All Denmark,Men,44 years,Immigrants from non-western countries,2021Q1,3113
All Denmark,Men,44 years,Descendants from western countries,2010Q1,78
All Denmark,Men,44 years,Descendants from western countries,2011Q1,80
All Denmark,Men,44 years,Descendants from western countries,2012Q1,66
All Denmark,Men,44 years,Descendants from western countries,2013Q1,72
All Denmark,Men,44 years,Descendants from western countries,2014Q1,75
All Denmark,Men,44 years,Descendants from western countries,2015Q1,75
All Denmark,Men,44 years,Descendants from western countries,2016Q1,85
All Denmark,Men,44 years,Descendants from western countries,2017Q1,83
All Denmark,Men,44 years,Descendants from western countries,2018Q1,88
All Denmark,Men,44 years,Descendants from western countries,2019Q1,118
All Denmark,Men,44 years,Descendants from western countries,2020Q1,90
All Denmark,Men,44 years,Descendants from western countries,2021Q1,101
All Denmark,Men,44 years,Descendants from non-western countries,2010Q1,7
All Denmark,Men,44 years,Descendants from non-western countries,2011Q1,8
All Denmark,Men,44 years,Descendants from non-western countries,2012Q1,9
All Denmark,Men,44 years,Descendants from non-western countries,2013Q1,11
All Denmark,Men,44 years,Descendants from non-western countries,2014Q1,20
All Denmark,Men,44 years,Descendants from non-western countries,2015Q1,28
All Denmark,Men,44 years,Descendants from non-western countries,2016Q1,70
All Denmark,Men,44 years,Descendants from non-western countries,2017Q1,117
All Denmark,Men,44 years,Descendants from non-western countries,2018Q1,230
All Denmark,Men,44 years,Descendants from non-western countries,2019Q1,294
All Denmark,Men,44 years,Descendants from non-western countries,2020Q1,318
All Denmark,Men,44 years,Descendants from non-western countries,2021Q1,362
All Denmark,Men,45 years,Persons of Danish origin,2010Q1,38790
All Denmark,Men,45 years,Persons of Danish origin,2011Q1,39448
All Denmark,Men,45 years,Persons of Danish origin,2012Q1,40829
All Denmark,Men,45 years,Persons of Danish origin,2013Q1,37644
All Denmark,Men,45 years,Persons of Danish origin,2014Q1,34882
All Denmark,Men,45 years,Persons of Danish origin,2015Q1,33411
All Denmark,Men,45 years,Persons of Danish origin,2016Q1,33198
All Denmark,Men,45 years,Persons of Danish origin,2017Q1,35378
All Denmark,Men,45 years,Persons of Danish origin,2018Q1,35221
All Denmark,Men,45 years,Persons of Danish origin,2019Q1,33462
All Denmark,Men,45 years,Persons of Danish origin,2020Q1,33144
All Denmark,Men,45 years,Persons of Danish origin,2021Q1,33665
All Denmark,Men,45 years,Immigrants from western countries,2010Q1,1371
All Denmark,Men,45 years,Immigrants from western countries,2011Q1,1439
All Denmark,Men,45 years,Immigrants from western countries,2012Q1,1501
All Denmark,Men,45 years,Immigrants from western countries,2013Q1,1608
All Denmark,Men,45 years,Immigrants from western countries,2014Q1,1664
All Denmark,Men,45 years,Immigrants from western countries,2015Q1,1652
All Denmark,Men,45 years,Immigrants from western countries,2016Q1,1877
All Denmark,Men,45 years,Immigrants from western countries,2017Q1,1887
All Denmark,Men,45 years,Immigrants from western countries,2018Q1,2025
All Denmark,Men,45 years,Immigrants from western countries,2019Q1,2041
All Denmark,Men,45 years,Immigrants from western countries,2020Q1,2232
All Denmark,Men,45 years,Immigrants from western countries,2021Q1,2233
All Denmark,Men,45 years,Immigrants from non-western countries,2010Q1,3097
All Denmark,Men,45 years,Immigrants from non-western countries,2011Q1,3004
All Denmark,Men,45 years,Immigrants from non-western countries,2012Q1,3063
All Denmark,Men,45 years,Immigrants from non-western countries,2013Q1,2940
All Denmark,Men,45 years,Immigrants from non-western countries,2014Q1,3039
All Denmark,Men,45 years,Immigrants from non-western countries,2015Q1,3038
All Denmark,Men,45 years,Immigrants from non-western countries,2016Q1,3132
All Denmark,Men,45 years,Immigrants from non-western countries,2017Q1,2798
All Denmark,Men,45 years,Immigrants from non-western countries,2018Q1,2970
All Denmark,Men,45 years,Immigrants from non-western countries,2019Q1,2970
All Denmark,Men,45 years,Immigrants from non-western countries,2020Q1,3145
All Denmark,Men,45 years,Immigrants from non-western countries,2021Q1,3097
All Denmark,Men,45 years,Descendants from western countries,2010Q1,70
All Denmark,Men,45 years,Descendants from western countries,2011Q1,78
All Denmark,Men,45 years,Descendants from western countries,2012Q1,83
All Denmark,Men,45 years,Descendants from western countries,2013Q1,66
All Denmark,Men,45 years,Descendants from western countries,2014Q1,70
All Denmark,Men,45 years,Descendants from western countries,2015Q1,72
All Denmark,Men,45 years,Descendants from western countries,2016Q1,74
All Denmark,Men,45 years,Descendants from western countries,2017Q1,87
All Denmark,Men,45 years,Descendants from western countries,2018Q1,83
All Denmark,Men,45 years,Descendants from western countries,2019Q1,87
All Denmark,Men,45 years,Descendants from western countries,2020Q1,115
All Denmark,Men,45 years,Descendants from western countries,2021Q1,90
All Denmark,Men,45 years,Descendants from non-western countries,2010Q1,10
All Denmark,Men,45 years,Descendants from non-western countries,2011Q1,6
All Denmark,Men,45 years,Descendants from non-western countries,2012Q1,6
All Denmark,Men,45 years,Descendants from non-western countries,2013Q1,9
All Denmark,Men,45 years,Descendants from non-western countries,2014Q1,12
All Denmark,Men,45 years,Descendants from non-western countries,2015Q1,20
All Denmark,Men,45 years,Descendants from non-western countries,2016Q1,29
