award,family,qid,person_qid,person,year,ethnic,citizenship,birth_country,given_name,family_name
Academy Award for Best Actor,film,Q103916,Q202589,Cillian Murphy,2024,Irish people,Ireland,Ireland,Cillian,Murphy
Academy Award for Best Actor,film,Q103916,Q104514,Adrien Brody,2025,,United States,United States,Nicholas,Brody
Academy Award for Best Actor,film,Q103916,Q104514,Adrien Brody,2025,,United States,United States,Adrien,Brody
Academy Award for Best Actor,film,Q103916,Q3308007,Michael B. Jordan,2026,,United States,United States,Michael,Jordan
Academy Award for Best Actor,film,Q103916,Q3308007,Michael B. Jordan,2026,,United States,United States,Bakari,Jordan
Academy Award for Best Actress,film,Q103618,Q116730545,Sonia Mbele,,,South Africa,South Africa,,
Academy Award for Best Actress,film,Q103618,Q182462,Janet Gaynor,1929,,United States,United States,Janet,Gaynor
Academy Award for Best Actress,film,Q103618,Q104109,Mary Pickford,1930,,Canada,Canada,Mary,Pickford
Academy Award for Best Actress,film,Q103618,Q95019,Norma Shearer,1930,,United States,Canada,Norma,Shearer
Academy Award for Best Actress,film,Q103618,Q95019,Norma Shearer,1930,,Canada,Canada,Norma,Shearer
Academy Award for Best Actress,film,Q103618,Q95019,Norma Shearer,1930,,United States,Canada,Edith,Shearer
Academy Award for Best Actress,film,Q103618,Q95019,Norma Shearer,1930,,Canada,Canada,Edith,Shearer
Academy Award for Best Actress,film,Q103618,Q253282,Marie Dressler,1931,,United States,Canada,Marie,Koerber
Academy Award for Best Actress,film,Q103618,Q253282,Marie Dressler,1931,,Canada,Canada,Marie,Koerber
Academy Award for Best Actress,film,Q103618,Q253282,Marie Dressler,1931,,United States,Canada,Marie,Dressler
Academy Award for Best Actress,film,Q103618,Q253282,Marie Dressler,1931,,Canada,Canada,Marie,Dressler
Academy Award for Best Actress,film,Q103618,Q213302,Helen Hayes,1932,,United States,United States,Helen,Hayes
Academy Award for Best Actress,film,Q103618,Q56016,Katharine Hepburn,1934,,United States,United States,Katharine,Hepburn
Academy Award for Best Actress,film,Q103618,Q56016,Katharine Hepburn,1934,,United States,United States,Houghton,Hepburn
Academy Award for Best Actress,film,Q103618,Q203819,Claudette Colbert,1935,,France,France,Claudette,Colbert
Academy Award for Best Actress,film,Q103618,Q203819,Claudette Colbert,1935,,United States,France,Claudette,Colbert
Academy Award for Best Actress,film,Q103618,Q71206,Bette Davis,1936,,United States,United States,Bette,Davis
Academy Award for Best Actress,film,Q103618,Q18994,Luise Rainer,1937,,Germany,Germany,Luise,Rainer
Academy Award for Best Actress,film,Q103618,Q18994,Luise Rainer,1937,,United States,Germany,Luise,Rainer
Academy Award for Best Actress,film,Q103618,Q18994,Luise Rainer,1938,,Germany,Germany,Luise,Rainer
Academy Award for Best Actress,film,Q103618,Q18994,Luise Rainer,1938,,United States,Germany,Luise,Rainer
Academy Award for Best Actress,film,Q103618,Q71206,Bette Davis,1939,,United States,United States,Bette,Davis
Academy Award for Best Actress,film,Q103618,Q129429,Vivien Leigh,1940,,United Kingdom,India,Vivien,Leigh
Academy Award for Best Actress,film,Q103618,Q95089,Ginger Rogers,1941,,United States,United States,Katherine,Rogers
Academy Award for Best Actress,film,Q103618,Q95089,Ginger Rogers,1941,,United States,United States,Virginia,Rogers
Academy Award for Best Actress,film,Q103618,Q95089,Ginger Rogers,1941,,United States,United States,Ginger,Rogers
Academy Award for Best Actress,film,Q103618,Q95089,Ginger Rogers,1941,,United States,United States,Katherine,McMath
Academy Award for Best Actress,film,Q103618,Q95089,Ginger Rogers,1941,,United States,United States,Virginia,McMath
Academy Award for Best Actress,film,Q103618,Q95089,Ginger Rogers,1941,,United States,United States,Ginger,McMath
Academy Award for Best Actress,film,Q103618,Q95076,Joan Fontaine,1942,,United Kingdom,Japan,Joan,Fontaine
Academy Award for Best Actress,film,Q103618,Q95076,Joan Fontaine,1942,,United States,Japan,Joan,Fontaine
Academy Award for Best Actress,film,Q103618,Q95076,Joan Fontaine,1942,,United Kingdom,Japan,Joan,De Havilland
Academy Award for Best Actress,film,Q103618,Q95076,Joan Fontaine,1942,,United States,Japan,Joan,De Havilland
Academy Award for Best Actress,film,Q103618,Q182486,Greer Garson,1943,,United Kingdom,United Kingdom,Greer,Garson
Academy Award for Best Actress,film,Q103618,Q189895,Jennifer Jones,1944,,United States,United States,Lee,Jones
Academy Award for Best Actress,film,Q103618,Q189895,Jennifer Jones,1944,,United States,United States,Jennifer,Jones
Academy Award for Best Actress,film,Q103618,Q189895,Jennifer Jones,1944,,United States,United States,Lee,Isley
Academy Award for Best Actress,film,Q103618,Q189895,Jennifer Jones,1944,,United States,United States,Jennifer,Isley
Academy Award for Best Actress,film,Q103618,Q43247,Ingrid Bergman,1945,,Sweden,Sweden,Ingrid,Bergman
Academy Award for Best Actress,film,Q103618,Q40475,Joan Crawford,1946,,United States,United States,Joan,Crawford
Academy Award for Best Actress,film,Q103618,Q95068,Olivia de Havilland,1947,,United Kingdom,Japan,Olivia,De Havilland
Academy Award for Best Actress,film,Q103618,Q95068,Olivia de Havilland,1947,,France,Japan,Olivia,De Havilland
Academy Award for Best Actress,film,Q103618,Q95068,Olivia de Havilland,1947,,United States,Japan,Olivia,De Havilland
Academy Award for Best Actress,film,Q103618,Q95068,Olivia de Havilland,1947,,United Kingdom,Japan,Mary,De Havilland
Academy Award for Best Actress,film,Q103618,Q95068,Olivia de Havilland,1947,,France,Japan,Mary,De Havilland
Academy Award for Best Actress,film,Q103618,Q95068,Olivia de Havilland,1947,,United States,Japan,Mary,De Havilland
Academy Award for Best Actress,film,Q103618,Q253384,Loretta Young,1948,,United States,United States,Loretta,Young
Academy Award for Best Actress,film,Q103618,Q95055,Jane Wyman,1949,,United States,United States,Jane,Wyman
Academy Award for Best Actress,film,Q103618,Q95055,Jane Wyman,1949,,United States,United States,Sarah,Wyman
Academy Award for Best Actress,film,Q103618,Q95068,Olivia de Havilland,1950,,United Kingdom,Japan,Olivia,De Havilland
Academy Award for Best Actress,film,Q103618,Q95068,Olivia de Havilland,1950,,France,Japan,Olivia,De Havilland
Academy Award for Best Actress,film,Q103618,Q95068,Olivia de Havilland,1950,,United States,Japan,Olivia,De Havilland
Academy Award for Best Actress,film,Q103618,Q95068,Olivia de Havilland,1950,,United Kingdom,Japan,Mary,De Havilland
Academy Award for Best Actress,film,Q103618,Q95068,Olivia de Havilland,1950,,France,Japan,Mary,De Havilland
Academy Award for Best Actress,film,Q103618,Q95068,Olivia de Havilland,1950,,United States,Japan,Mary,De Havilland
Academy Award for Best Actress,film,Q103618,Q253298,Judy Holliday,1951,,United States,United States,Judith,Tuvim
Academy Award for Best Actress,film,Q103618,Q129429,Vivien Leigh,1952,,United Kingdom,India,Vivien,Leigh
Academy Award for Best Actress,film,Q103618,Q253308,Shirley Booth,1953,,United States,United States,Shirley,Booth
Academy Award for Best Actress,film,Q103618,Q42786,Audrey Hepburn,1954,,United Kingdom,Belgium,Audrey,Hepburn
Academy Award for Best Actress,film,Q103618,Q42786,Audrey Hepburn,1954,,United Kingdom,Belgium,Kathleen,Hepburn
Academy Award for Best Actress,film,Q103618,Q42786,Audrey Hepburn,1954,,United Kingdom,Belgium,Audrey,Ruston
Academy Award for Best Actress,film,Q103618,Q42786,Audrey Hepburn,1954,,United Kingdom,Belgium,Kathleen,Ruston
Academy Award for Best Actress,film,Q103618,Q42786,Audrey Hepburn,1954,,United Kingdom,Belgium,Audrey,Hepburn-Ruston
Academy Award for Best Actress,film,Q103618,Q42786,Audrey Hepburn,1954,,United Kingdom,Belgium,Kathleen,Hepburn-Ruston
Academy Award for Best Actress,film,Q103618,Q3925,Grace Kelly,1955,,Monaco,United States,Patricia,Kelly
Academy Award for Best Actress,film,Q103618,Q3925,Grace Kelly,1955,,United States,United States,Patricia,Kelly
Academy Award for Best Actress,film,Q103618,Q3925,Grace Kelly,1955,,Monaco,United States,Grace,Kelly
Academy Award for Best Actress,film,Q103618,Q3925,Grace Kelly,1955,,United States,United States,Grace,Kelly
Academy Award for Best Actress,film,Q103618,Q3925,Grace Kelly,1955,,Monaco,United States,Patricia,Grimaldi
Academy Award for Best Actress,film,Q103618,Q3925,Grace Kelly,1955,,United States,United States,Patricia,Grimaldi
Academy Award for Best Actress,film,Q103618,Q3925,Grace Kelly,1955,,Monaco,United States,Grace,Grimaldi
Academy Award for Best Actress,film,Q103618,Q3925,Grace Kelly,1955,,United States,United States,Grace,Grimaldi
Academy Award for Best Actress,film,Q103618,Q56011,Anna Magnani,1956,,Kingdom of Italy,Italy,Anna,Magnani
Academy Award for Best Actress,film,Q103618,Q56011,Anna Magnani,1956,,Italy,Italy,Anna,Magnani
Academy Award for Best Actress,film,Q103618,Q43247,Ingrid Bergman,1957,,Sweden,Sweden,Ingrid,Bergman
Academy Award for Best Actress,film,Q103618,Q1111542,Joanne Woodward,1958,,United States,United States,Joanne,Woodward
Academy Award for Best Actress,film,Q103618,Q248837,Susan Hayward,1959,,United States,United States,Susan,Hayward
Academy Award for Best Actress,film,Q103618,Q106126,Simone Signoret,1960,,France,Germany,Simone,Signoret
Academy Award for Best Actress,film,Q103618,Q34851,Elizabeth Taylor,1961,,United Kingdom,United Kingdom,Elizabeth,Taylor
Academy Award for Best Actress,film,Q103618,Q34851,Elizabeth Taylor,1961,,United States,United Kingdom,Elizabeth,Taylor
Academy Award for Best Actress,film,Q103618,Q34851,Elizabeth Taylor,1961,,United Kingdom,United Kingdom,Rosemond,Taylor
Academy Award for Best Actress,film,Q103618,Q34851,Elizabeth Taylor,1961,,United States,United Kingdom,Rosemond,Taylor
Academy Award for Best Actress,film,Q103618,Q43252,Sophia Loren,1962,,France,Italy,Brigida,Villani
Academy Award for Best Actress,film,Q103618,Q43252,Sophia Loren,1962,,Italy,Italy,Brigida,Villani
Academy Award for Best Actress,film,Q103618,Q43252,Sophia Loren,1962,,France,Italy,Sofia,Villani
Academy Award for Best Actress,film,Q103618,Q43252,Sophia Loren,1962,,Italy,Italy,Sofia,Villani
Academy Award for Best Actress,film,Q103618,Q43252,Sophia Loren,1962,,France,Italy,Costanza,Villani
Academy Award for Best Actress,film,Q103618,Q43252,Sophia Loren,1962,,Italy,Italy,Costanza,Villani
Academy Award for Best Actress,film,Q103618,Q43252,Sophia Loren,1962,,France,Italy,Brigida,Scicolone
Academy Award for Best Actress,film,Q103618,Q43252,Sophia Loren,1962,,Italy,Italy,Brigida,Scicolone
Academy Award for Best Actress,film,Q103618,Q43252,Sophia Loren,1962,,France,Italy,Sofia,Scicolone
Academy Award for Best Actress,film,Q103618,Q43252,Sophia Loren,1962,,Italy,Italy,Sofia,Scicolone
Academy Award for Best Actress,film,Q103618,Q43252,Sophia Loren,1962,,France,Italy,Costanza,Scicolone
Academy Award for Best Actress,film,Q103618,Q43252,Sophia Loren,1962,,Italy,Italy,Costanza,Scicolone
Academy Award for Best Actress,film,Q103618,Q183532,Anne Bancroft,1963,Italian Americans,United States,United States,Anne,Bancroft
Academy Award for Best Actress,film,Q103618,Q191027,Patricia Neal,1964,,United States,United States,Patricia,Neal
Academy Award for Best Actress,film,Q103618,Q161819,Julie Andrews,1965,,United Kingdom,United Kingdom,Elizabeth,Andrews
Academy Award for Best Actress,film,Q103618,Q161819,Julie Andrews,1965,,United Kingdom,United Kingdom,Julia,Andrews
Academy Award for Best Actress,film,Q103618,Q161819,Julie Andrews,1965,,United Kingdom,United Kingdom,Julie,Andrews
Academy Award for Best Actress,film,Q103618,Q181413,Julie Christie,1966,,United Kingdom,India,Frances,Christie
Academy Award for Best Actress,film,Q103618,Q181413,Julie Christie,1966,,United Kingdom,India,Julie,Christie
Academy Award for Best Actress,film,Q103618,Q34851,Elizabeth Taylor,1967,,United Kingdom,United Kingdom,Elizabeth,Taylor
Academy Award for Best Actress,film,Q103618,Q34851,Elizabeth Taylor,1967,,United States,United Kingdom,Elizabeth,Taylor
Academy Award for Best Actress,film,Q103618,Q34851,Elizabeth Taylor,1967,,United Kingdom,United Kingdom,Rosemond,Taylor
Academy Award for Best Actress,film,Q103618,Q34851,Elizabeth Taylor,1967,,United States,United Kingdom,Rosemond,Taylor
Academy Award for Best Actress,film,Q103618,Q56016,Katharine Hepburn,1968,,United States,United States,Katharine,Hepburn
Academy Award for Best Actress,film,Q103618,Q56016,Katharine Hepburn,1968,,United States,United States,Houghton,Hepburn
Academy Award for Best Actress,film,Q103618,Q4636,Barbra Streisand,1969,,United States,United States,Barbara,Streisand
Academy Award for Best Actress,film,Q103618,Q4636,Barbra Streisand,1969,,United States,United States,Joan,Streisand
Academy Award for Best Actress,film,Q103618,Q56016,Katharine Hepburn,1969,,United States,United States,Katharine,Hepburn
Academy Award for Best Actress,film,Q103618,Q56016,Katharine Hepburn,1969,,United States,United States,Houghton,Hepburn
Academy Award for Best Actress,film,Q103618,Q172653,Q172653,1970,,United Kingdom,United Kingdom,Maggie,Smith
Academy Award for Best Actress,film,Q103618,Q172653,Q172653,1970,,United Kingdom,United Kingdom,Maggie,Cross
Academy Award for Best Actress,film,Q103618,Q172653,Q172653,1970,,United Kingdom,United Kingdom,Maggie,Stephens
Academy Award for Best Actress,film,Q103618,Q182408,Glenda Jackson,1971,,United Kingdom,United Kingdom,Glenda,Jackson
Academy Award for Best Actress,film,Q103618,Q41142,Jane Fonda,1972,,United States,United States,Jane,Fonda
Academy Award for Best Actress,film,Q103618,Q14441,Liza Minnelli,1973,,United States,United States,May,Minnelli
Academy Award for Best Actress,film,Q103618,Q14441,Liza Minnelli,1973,,United States,United States,Liza,Minnelli
Academy Award for Best Actress,film,Q103618,Q182408,Glenda Jackson,1974,,United Kingdom,United Kingdom,Glenda,Jackson
Academy Award for Best Actress,film,Q103618,Q211144,Ellen Burstyn,1975,,United States,United States,Ellen,Burstyn
Academy Award for Best Actress,film,Q103618,Q182372,Louise Fletcher,1976,,United States,United States,Estelle,Fletcher
Academy Award for Best Actress,film,Q103618,Q182372,Louise Fletcher,1976,,United States,United States,Louise,Fletcher
Academy Award for Best Actress,film,Q103618,Q168721,Faye Dunaway,1977,,United States,United States,Q16275806,Dunaway
Academy Award for Best Actress,film,Q103618,Q102642,Diane Keaton,1978,,United States,United States,Diane,Hall
Academy Award for Best Actress,film,Q103618,Q102642,Diane Keaton,1978,,United States,United States,Diane,Keaton
Academy Award for Best Actress,film,Q103618,Q41142,Jane Fonda,1979,,United States,United States,Jane,Fonda
Academy Award for Best Actress,film,Q103618,Q187033,Sally Field,1980,,United States,United States,Margaret,Field
Academy Award for Best Actress,film,Q103618,Q187033,Sally Field,1980,,United States,United States,Sally,Field
Academy Award for Best Actress,film,Q103618,Q190994,Sissy Spacek,1981,,United States,United States,Sissy,Spacek
Academy Award for Best Actress,film,Q103618,Q56016,Katharine Hepburn,1982,,United States,United States,Katharine,Hepburn
Academy Award for Best Actress,film,Q103618,Q56016,Katharine Hepburn,1982,,United States,United States,Houghton,Hepburn
Academy Award for Best Actress,film,Q103618,Q873,Q873,1983,,United States,United States,Q493639,Streep
Academy Award for Best Actress,film,Q103618,Q873,Q873,1983,,United States,United States,Mary,Streep
Academy Award for Best Actress,film,Q103618,Q873,Q873,1983,,United States,United States,Louise,Streep
Academy Award for Best Actress,film,Q103618,Q95026,Shirley MacLaine,1984,,United States,United States,Shirley,MacLaine
Academy Award for Best Actress,film,Q103618,Q95026,Shirley MacLaine,1984,,United States,United States,MacLean,MacLaine
Academy Award for Best Actress,film,Q103618,Q187033,Sally Field,1985,,United States,United States,Margaret,Field
Academy Award for Best Actress,film,Q103618,Q187033,Sally Field,1985,,United States,United States,Sally,Field
Academy Award for Best Actress,film,Q103618,Q228650,Geraldine Page,1986,,United States,United States,Geraldine,Page
Academy Award for Best Actress,film,Q103618,Q213287,Marlee Matlin,1987,,United States,United States,Marlee,Matlin
